ts_code,name,invest_type,category
013339.OF,创金合信芯片产业A,股票型,主动股票型
012573.OF,恒越乐享添利C,混合型,混合型-偏股
013343.OF,平安盈欣稳健1年持有A,混合型,混合型-偏股
013353.OF,鹏华上华一年持有A,混合型,混合型-偏股
011806.OF,嘉实优质核心两年持有C,混合型,混合型-偏股
013340.OF,创金合信芯片产业C,股票型,主动股票型
011819.OF,鹏扬景阳一年持有C,混合型,混合型-偏股
011913.OF,华夏永泓一年持有A,混合型,混合型-偏股
013578.OF,华安众悦60天滚动持有C,债券型,债券型-主动
011818.OF,鹏扬景阳一年持有A,混合型,混合型-偏股
012785.OF,鹏华品质精选A,混合型,混合型-偏股
012572.OF,恒越乐享添利A,混合型,混合型-偏股
012025.OF,兴业聚兴A,混合型,混合型-偏股
013354.OF,鹏华上华一年持有C,混合型,混合型-偏股
013091.OF,摩根均衡优选A,混合型,混合型-偏股
013092.OF,摩根均衡优选C,混合型,混合型-偏股
012034.OF,广发睿盛C,混合型,混合型-偏股
012033.OF,广发睿盛A,混合型,混合型-偏股
013242.OF,华银优势行业,股票型,主动股票型
012732.OF,融通通跃一年定开,债券型,债券型-主动
011663.OF,华安研究驱动A,混合型,混合型-偏股
011664.OF,华安研究驱动C,混合型,混合型-偏股
013175.OF,海富通碳中和主题A,混合型,混合型-偏股
013024.OF,平安均衡优选1年持有C,混合型,混合型-偏股
013097.OF,财通资管双盈A,债券型,债券型-主动
013412.OF,嘉实方舟6个月滚动持有C,债券型,债券型-主动
013176.OF,海富通碳中和主题C,混合型,混合型-偏股
011836.OF,银华智能建造,股票型,主动股票型
013098.OF,财通资管双盈C,债券型,债券型-主动
012005.OF,信澳恒盛A,混合型,混合型-偏股
013411.OF,嘉实方舟6个月滚动持有A,债券型,债券型-主动
013720.OF,新华增怡E,债券型,债券型-主动
013247.OF,交银瑞卓三年持有,混合型,混合型-偏股
013613.OF,宝盈国家安全战略沪港深C,股票型,主动股票型
012006.OF,信澳恒盛C,混合型,混合型-偏股
013023.OF,平安均衡优选1年持有A,混合型,混合型-偏股
011862.OF,南方蓝筹成长A,混合型,混合型-偏股
012174.OF,国泰兴泽优选一年持有期C,混合型,混合型-偏股
012421.OF,华夏优加生活A,混合型,混合型-偏股
011894.OF,易方达长期价值C,混合型,混合型-偏股
012914.OF,方正富邦趋势领航C,混合型,混合型-偏股
011891.OF,易方达先锋成长A,混合型,混合型-偏股
011863.OF,南方蓝筹成长C,混合型,混合型-偏股
012422.OF,华夏优加生活C,混合型,混合型-偏股
011893.OF,易方达长期价值A,混合型,混合型-偏股
012913.OF,方正富邦趋势领航A,混合型,混合型-偏股
013192.OF,华商嘉悦稳健养老目标一年持有A,混合型,混合型-偏股
011710.OF,中欧睿泽A,混合型,混合型-偏股
012186.OF,招商品质成长A,混合型,混合型-偏股
011711.OF,中欧睿泽C,混合型,混合型-偏股
012173.OF,国泰兴泽优选一年持有期A,混合型,混合型-偏股
012311.OF,民生加银康泰养老目标日期2040三年持有A,混合型,混合型-偏股
011330.OF,鹏华精选群英一年持有,灵活配置型,混合型-平衡
013333.OF,东兴兴瑞一年定开C,债券型,债券型-主动
011892.OF,易方达先锋成长C,混合型,混合型-偏股
012187.OF,招商品质成长C,混合型,混合型-偏股
013160.OF,创金合信碳中和A,混合型,混合型-偏股
011572.OF,鹏华安荣A,混合型,混合型-偏股
013451.OF,博时凤凰领航C,混合型,混合型-偏股
013336.OF,天弘安悦90天滚动持有C,债券型,债券型-主动
012535.OF,万家全球成长一年持有A,混合型,混合型-偏股
011573.OF,鹏华安荣C,混合型,混合型-偏股
013450.OF,博时凤凰领航A,混合型,混合型-偏股
012536.OF,万家全球成长一年持有C,混合型,混合型-偏股
013161.OF,创金合信碳中和C,混合型,混合型-偏股
013417.OF,博时核心资产精选A,混合型,混合型-偏股
011681.OF,汇添富均衡精选六个月持有A,混合型,混合型-偏股
013656.OF,博时臻选纯债C,债券型,债券型-主动
012612.OF,东方臻善纯债C,债券型,债券型-主动
013418.OF,博时核心资产精选C,混合型,混合型-偏股
012509.OF,兴全安悦稳健养老一年持有A,混合型,混合型-偏股
011682.OF,汇添富均衡精选六个月持有C,混合型,混合型-偏股
012242.OF,华安添荣A,债券型,债券型-主动
013260.OF,太平睿享A,混合型,混合型-偏股
013261.OF,太平睿享C,混合型,混合型-偏股
013558.OF,长信利富C,债券型,债券型-主动
012611.OF,东方臻善纯债A,债券型,债券型-主动
013139.OF,上银恒泰稳健养老目标一年持有期A,混合型,混合型-偏股
012114.OF,融通稳健增长一年持有C,混合型,混合型-偏股
011850.OF,天治天享66个月定开,债券型,债券型-主动
013586.OF,天弘齐享C,债券型,债券型-主动
012101.OF,中金金合,债券型,债券型-主动
013585.OF,天弘齐享A,债券型,债券型-主动
012045.OF,大成医药健康A,股票型,主动股票型
012046.OF,大成医药健康C,股票型,主动股票型
011921.OF,富国均衡成长三年持有A,混合型,混合型-偏股
012943.OF,广发稳睿六个月持有A,混合型,混合型-偏股
012944.OF,广发稳睿六个月持有C,混合型,混合型-偏股
011922.OF,富国均衡成长三年持有C,混合型,混合型-偏股
012113.OF,融通稳健增长一年持有A,混合型,混合型-偏股
013373.OF,中银证券安业A,债券型,债券型-主动
013374.OF,中银证券安业C,债券型,债券型-主动
013115.OF,鑫元金融债3个月定开,债券型,债券型-主动
011427.OF,广发价值驱动A,混合型,混合型-偏股
011748.OF,华泰柏瑞景气成长A,混合型,混合型-偏股
013547.OF,财通资管鸿享30天滚动持有C,债券型,债券型-主动
012468.OF,中银证券安灏A,债券型,债券型-主动
012889.OF,工银兴瑞一年持有C,混合型,混合型-偏股
012888.OF,工银兴瑞一年持有A,混合型,混合型-偏股
013600.OF,九泰锐富事件驱动C,混合型,混合型-偏股
013595.OF,永赢稳健增利18个月持有E,混合型,混合型-偏股
013546.OF,财通资管鸿享30天滚动持有A,债券型,债券型-主动
012777.OF,华夏聚鑫优选六个月持有期C,混合型,混合型-偏股
012776.OF,华夏聚鑫优选六个月持有期A,混合型,混合型-偏股
011749.OF,华泰柏瑞景气成长C,混合型,混合型-偏股
011428.OF,广发价值驱动C,混合型,混合型-偏股
012469.OF,中银证券安灏C,债券型,债券型-主动
013396.OF,华夏新能源车龙头C,混合型,混合型-偏股
013395.OF,华夏新能源车龙头A,混合型,混合型-偏股
011481.OF,广发瑞锦一年定开,混合型,混合型-偏股
012972.OF,东吴消费成长C,混合型,混合型-偏股
011554.OF,海富通欣利A,混合型,混合型-偏股
011555.OF,海富通欣利C,混合型,混合型-偏股
013147.OF,汇添富碳中和主题A,混合型,混合型-偏股
013208.OF,万家稳鑫30天滚动持有C,债券型,债券型-主动
013148.OF,汇添富碳中和主题C,混合型,混合型-偏股
012954.OF,华泰柏瑞恒利C,混合型,混合型-偏股
012971.OF,东吴消费成长A,混合型,混合型-偏股
013207.OF,万家稳鑫30天滚动持有A,债券型,债券型-主动
012953.OF,华泰柏瑞恒利A,混合型,混合型-偏股
011873.OF,中邮悦享6个月持有C,混合型,混合型-偏股
011872.OF,中邮悦享6个月持有A,混合型,混合型-偏股
012407.OF,永赢长远价值C,混合型,混合型-偏股
011250.OF,嘉实稳裕C,混合型,混合型-偏股
011249.OF,嘉实稳裕A,混合型,混合型-偏股
012199.OF,国金核心资产一年持有C,混合型,混合型-偏股
011788.OF,工银聚益A,混合型,混合型-偏股
011789.OF,工银聚益C,混合型,混合型-偏股
012406.OF,永赢长远价值A,混合型,混合型-偏股
012190.OF,汇添富添福盈和稳健养老目标一年持有A,混合型,混合型-偏股
012198.OF,国金核心资产一年持有A,混合型,混合型-偏股
013511.OF,汇丰晋信低碳先锋C,股票型,主动股票型
013189.OF,嘉实稳健添利一年持有,混合型,混合型-偏股
013532.OF,广发安宏回报E,灵活配置型,混合型-平衡
011793.OF,建信智能汽车,股票型,主动股票型
013509.OF,广发亚太中高收益美元C,债券型,债券型-主动
012602.OF,长信稳惠C,债券型,债券型-主动
013533.OF,广发科技创新C,混合型,混合型-偏股
013508.OF,广发亚太中高收益人民币C,债券型,债券型-主动
110011.OF,易方达优质精选,混合型,混合型-偏股
012223.OF,信澳成长精选A,混合型,混合型-偏股
012948.OF,兴全恒利一年定开,债券型,债券型-主动
013531.OF,浙商聚潮产业成长C,混合型,混合型-偏股
012224.OF,信澳成长精选C,混合型,混合型-偏股
012601.OF,长信稳惠A,债券型,债券型-主动
013587.OF,英大纯债E,债券型,债券型-主动
013543.OF,英大安惠纯债E,债券型,债券型-主动
013530.OF,弘毅远方国企转型C,混合型,混合型-偏股
012144.OF,新沃内需增长C,混合型,混合型-偏股
013236.OF,长信30天滚动持有A,债券型,债券型-主动
013041.OF,鹏扬景浦一年持有A,混合型,混合型-偏股
013042.OF,鹏扬景浦一年持有C,混合型,混合型-偏股
012143.OF,新沃内需增长A,混合型,混合型-偏股
007972.OF,华泰保兴恒利中短债C,债券型,债券型-主动
007971.OF,华泰保兴恒利中短债A,债券型,债券型-主动
013297.OF,嘉合磐固一年定开,债券型,债券型-主动
013237.OF,长信30天滚动持有C,债券型,债券型-主动
012806.OF,招商添呈1年定开,债券型,债券型-主动
013250.OF,红土创新智能制造A,混合型,混合型-偏股
013087.OF,中加优悦一年定开,债券型,债券型-主动
011619.OF,鹏扬淳兴三个月定开债A,债券型,债券型-主动
013067.OF,富安达中小盘六个月持有,混合型,混合型-偏股
013251.OF,中信建投稳硕A,债券型,债券型-主动
013252.OF,中信建投稳硕C,债券型,债券型-主动
010758.OF,国投瑞银顺景一年定开,债券型,债券型-主动
011600.OF,银华华智三个月持有期,混合型,混合型-偏股
011620.OF,鹏扬淳兴三个月定开债C,债券型,债券型-主动
011672.OF,中信建投双利3个月持有C,债券型,债券型-主动
013201.OF,南方均衡优选一年持有C,混合型,混合型-偏股
012374.OF,富国稳健恒盛12个月持有C,混合型,混合型-偏股
013426.OF,贝莱德中国新视野A,混合型,混合型-偏股
012701.OF,安信民安回报一年持有A,混合型,混合型-偏股
011576.OF,鹏华安诚A,混合型,混合型-偏股
013123.OF,汇添富精选核心优势一年持有A,混合型,混合型-偏股
011671.OF,中信建投双利3个月持有A,债券型,债券型-主动
012373.OF,富国稳健恒盛12个月持有A,混合型,混合型-偏股
012308.OF,国泰价值远见A,混合型,混合型-偏股
013427.OF,贝莱德中国新视野C,混合型,混合型-偏股
013124.OF,汇添富精选核心优势一年持有C,混合型,混合型-偏股
013004.OF,国泰价值领航A,股票型,主动股票型
013500.OF,南方金融主题C,灵活配置型,混合型-平衡
012822.OF,易方达悦丰一年持有C,混合型,混合型-偏股
012457.OF,鹏扬数字经济先锋C,混合型,混合型-偏股
013200.OF,南方均衡优选一年持有A,混合型,混合型-偏股
013501.OF,南方品质优选C,灵活配置型,混合型-平衡
011577.OF,鹏华安诚C,混合型,混合型-偏股
012309.OF,国泰价值远见C,混合型,混合型-偏股
012702.OF,安信民安回报一年持有C,混合型,混合型-偏股
012821.OF,易方达悦丰一年持有A,混合型,混合型-偏股
012456.OF,鹏扬数字经济先锋A,混合型,混合型-偏股
013005.OF,国泰价值领航C,股票型,主动股票型
013505.OF,华安新丝路主题C,股票型,主动股票型
013085.OF,申万菱信乐同A,混合型,混合型-偏股
013220.OF,中欧新兴价值一年持有A,混合型,混合型-偏股
013507.OF,华安制造先锋C,混合型,混合型-偏股
011782.OF,泓德慧享C,混合型,混合型-偏股
013483.OF,华安医疗创新C,混合型,混合型-偏股
010965.OF,中银鑫新消费成长A,混合型,混合型-偏股
013506.OF,华安研究精选C,混合型,混合型-偏股
013221.OF,中欧新兴价值一年持有C,混合型,混合型-偏股
013504.OF,华安双核驱动C,混合型,混合型-偏股
013086.OF,申万菱信乐同C,混合型,混合型-偏股
011781.OF,泓德慧享A,混合型,混合型-偏股
010962.OF,中银鑫新消费成长C,混合型,混合型-偏股
013515.OF,汇添富蓝筹稳健C,灵活配置型,混合型-平衡
011051.OF,天弘裕新C,混合型,混合型-偏股
013489.OF,广发成长智选C,混合型,混合型-偏股
013516.OF,汇添富蓝筹稳健E,灵活配置型,混合型-平衡
013027.OF,银华富久食品饮料精选C,混合型,混合型-偏股
011050.OF,天弘裕新A,混合型,混合型-偏股
013488.OF,长信多利C,灵活配置型,混合型-平衡
011568.OF,鹏华产业升级A,混合型,混合型-偏股
011569.OF,鹏华产业升级C,混合型,混合型-偏股
013456.OF,长盛安逸纯债D,债券型,债券型-主动
011079.OF,嘉实致泓一年定开,债券型,债券型-主动
013468.OF,长盛盛康纯债D,债券型,债券型-主动
013484.OF,长城行业轮动C,灵活配置型,混合型-平衡
012682.OF,永赢鑫辰C,混合型,混合型-偏股
012667.OF,国联景泓一年持有A,混合型,混合型-偏股
012668.OF,国联景泓一年持有C,混合型,混合型-偏股
012681.OF,永赢鑫辰A,混合型,混合型-偏股
012072.OF,中加喜利回报一年持有C,混合型,混合型-偏股
008317.OF,光大睿盈A,混合型,混合型-偏股
012793.OF,长城科创板两年定开C,混合型,混合型-偏股
012988.OF,嘉合锦明C,混合型,混合型-偏股
013281.OF,国泰海通30天滚动持有中短债A,债券型,债券型-主动
013282.OF,国泰海通30天滚动持有中短债C,债券型,债券型-主动
012987.OF,嘉合锦明A,混合型,混合型-偏股
012071.OF,中加喜利回报一年持有A,混合型,混合型-偏股
012294.OF,泰康优势精选三年持有期,混合型,混合型-偏股
012299.OF,浦银安盛安裕回报一年持有A,混合型,混合型-偏股
012300.OF,浦银安盛安裕回报一年持有C,混合型,混合型-偏股
013526.OF,中信保诚新兴产业C,混合型,混合型-偏股
013049.OF,兴业能源革新A,股票型,主动股票型
013007.OF,摩根景气甄选C,混合型,混合型-偏股
012346.OF,易方达港股通成长A,混合型,混合型-偏股
013006.OF,摩根景气甄选A,混合型,混合型-偏股
013050.OF,兴业能源革新C,股票型,主动股票型
011690.OF,招商品质发现A,混合型,混合型-偏股
012852.OF,嘉实远见先锋一年持有A,混合型,混合型-偏股
012347.OF,易方达港股通成长C,混合型,混合型-偏股
013065.OF,国泰利泽90天滚动持有A,债券型,债券型-主动
013410.OF,博时裕隆C,灵活配置型,混合型-平衡
013141.OF,中信保诚弘远A,混合型,混合型-偏股
013066.OF,国泰利泽90天滚动持有C,债券型,债券型-主动
012853.OF,嘉实远见先锋一年持有C,混合型,混合型-偏股
011691.OF,招商品质发现C,混合型,混合型-偏股
012526.OF,广发盛锦A,混合型,混合型-偏股
012496.OF,同泰行业优选A,股票型,主动股票型
012477.OF,富国匠心精选12个月持有A,混合型,混合型-偏股
013449.OF,广发景宁纯债C,债券型,债券型-主动
012478.OF,富国匠心精选12个月持有C,混合型,混合型-偏股
012527.OF,广发盛锦C,混合型,混合型-偏股
012497.OF,同泰行业优选C,股票型,主动股票型
012827.OF,工银聚宁9个月持有C,混合型,混合型-偏股
012235.OF,华安聚弘精选C,混合型,混合型-偏股
012826.OF,工银聚宁9个月持有A,混合型,混合型-偏股
012234.OF,华安聚弘精选A,混合型,混合型-偏股
013430.OF,交银趋势优先C,混合型,混合型-偏股
012193.OF,泓德睿诚A,灵活配置型,混合型-平衡
012194.OF,泓德睿诚C,灵活配置型,混合型-平衡
012967.OF,广发行业严选三年持有A,混合型,混合型-偏股
013212.OF,华富安盈一年持有C,债券型,债券型-主动
012968.OF,广发行业严选三年持有C,混合型,混合型-偏股
013211.OF,华富安盈一年持有A,债券型,债券型-主动
011699.OF,蜂巢丰华A,债券型,债券型-主动
011700.OF,蜂巢丰华C,债券型,债券型-主动
013209.OF,金鹰大视野A,混合型,混合型-偏股
013414.OF,太平智远三个月定开,股票型,主动股票型
012641.OF,鹏华稳健鸿利一年持有C,混合型,混合型-偏股
012910.OF,平安盈盛稳健配置三个月持有C,债券型,债券型-主动
013422.OF,太平智行三个月定开,混合型,混合型-偏股
013210.OF,金鹰大视野C,混合型,混合型-偏股
011935.OF,中航量化阿尔法六个月持有C,股票型,主动股票型
012354.OF,南方新能源产业趋势A,混合型,混合型-偏股
011934.OF,中航量化阿尔法六个月持有A,股票型,主动股票型
012957.OF,嘉实60天滚动持有A,债券型,债券型-主动
012958.OF,嘉实60天滚动持有C,债券型,债券型-主动
012640.OF,鹏华稳健鸿利一年持有A,混合型,混合型-偏股
012355.OF,南方新能源产业趋势C,混合型,混合型-偏股
012909.OF,平安盈盛稳健配置三个月持有A,债券型,债券型-主动
012918.OF,平安优势领航1年持有C,混合型,混合型-偏股
011931.OF,华夏时代前沿一年持有C,混合型,混合型-偏股
013104.OF,博时新能源主题C,混合型,混合型-偏股
011625.OF,华夏卓享C,债券型,债券型-主动
012985.OF,平安优势回报1年持有期A,混合型,混合型-偏股
013021.OF,建信兴润一年持有,混合型,混合型-偏股
012501.OF,博时汇荣回报C,灵活配置型,混合型-平衡
011349.OF,淳厚现代服务业A,股票型,主动股票型
011930.OF,华夏时代前沿一年持有A,混合型,混合型-偏股
012691.OF,广发消费领先C,混合型,混合型-偏股
011814.OF,融通创新动力C,混合型,混合型-偏股
013036.OF,南方旺元60天滚动持有C,债券型,债券型-主动
011605.OF,交银招享一年持有A,混合型,混合型-偏股
012986.OF,平安优势回报1年持有期C,混合型,混合型-偏股
012377.OF,长盛安睿一年持有A,混合型,混合型-偏股
011730.OF,工银聚享C,混合型,混合型-偏股
012917.OF,平安优势领航1年持有A,混合型,混合型-偏股
011624.OF,华夏卓享A,债券型,债券型-主动
013288.OF,易方达优势价值一年持有C,混合型,混合型-偏股
012690.OF,广发消费领先A,混合型,混合型-偏股
011350.OF,淳厚现代服务业C,股票型,主动股票型
011606.OF,交银招享一年持有C,混合型,混合型-偏股
011729.OF,工银聚享A,混合型,混合型-偏股
012500.OF,博时汇荣回报A,灵活配置型,混合型-平衡
012378.OF,长盛安睿一年持有C,混合型,混合型-偏股
013103.OF,博时新能源主题A,混合型,混合型-偏股
013287.OF,易方达优势价值一年持有A,混合型,混合型-偏股
011813.OF,融通创新动力A,混合型,混合型-偏股
012389.OF,信澳品质回报6个月持有,混合型,混合型-偏股
013116.OF,华安文体健康主题C,灵活配置型,混合型-平衡
012130.OF,景顺长城先进智造A,混合型,混合型-偏股
012131.OF,景顺长城先进智造C,混合型,混合型-偏股
013355.OF,工银新金融C,股票型,主动股票型
013312.OF,工银主题策略C,混合型,混合型-偏股
013347.OF,工银丰盈回报C,灵活配置型,混合型-平衡
011262.OF,华夏鼎英A,债券型,债券型-主动
012003.OF,招商价值成长A,混合型,混合型-偏股
011263.OF,华夏鼎英C,债券型,债券型-主动
012624.OF,蜂巢丰远A,债券型,债券型-主动
012743.OF,汇添富添福睿选稳健养老目标一年持有A,混合型,混合型-偏股
012576.OF,富国诚益回报12个月持有A,混合型,混合型-偏股
012625.OF,蜂巢丰远C,债券型,债券型-主动
012577.OF,富国诚益回报12个月持有C,混合型,混合型-偏股
012004.OF,招商价值成长C,混合型,混合型-偏股
012930.OF,中庚价值先锋,股票型,主动股票型
013392.OF,广发港股通优质增长C,混合型,混合型-偏股
011977.OF,格林研究优选A,混合型,混合型-偏股
011937.OF,华夏阿尔法精选C,混合型,混合型-偏股
011936.OF,华夏阿尔法精选A,混合型,混合型-偏股
011978.OF,格林研究优选C,混合型,混合型-偏股
011924.OF,嘉实港股互联网产业核心资产A,混合型,混合型-偏股
011224.OF,九泰盈泰量化A,股票型,主动股票型
011925.OF,嘉实港股互联网产业核心资产C,混合型,混合型-偏股
011225.OF,九泰盈泰量化C,股票型,主动股票型
012840.OF,东方红智华三年持有C,混合型,混合型-偏股
013204.OF,恒生前海恒源天利A,债券型,债券型-主动
013205.OF,恒生前海恒源天利C,债券型,债券型-主动
011876.OF,景顺长城医疗健康A,混合型,混合型-偏股
011877.OF,景顺长城医疗健康C,混合型,混合型-偏股
013217.OF,财通资管鸿启90天滚动持有中短债C,债券型,债券型-主动
013265.OF,鹏扬淳熙一年定开,债券型,债券型-主动
013216.OF,财通资管鸿启90天滚动持有中短债A,债券型,债券型-主动
010527.OF,景顺长城景泰优利一年定开,债券型,债券型-主动
012839.OF,东方红智华三年持有A,混合型,混合型-偏股
013391.OF,招商安泰债券D,债券型,债券型-主动
012013.OF,海富通瑞兴3个月定开C,债券型,债券型-主动
013350.OF,光大先进服务业C,灵活配置型,混合型-平衡
010928.OF,大成元吉增利C,债券型,债券型-主动
011798.OF,华安宁享6个月持有A,混合型,混合型-偏股
012675.OF,国新国证融泽6个月定开A,灵活配置型,混合型-平衡
012068.OF,嘉实蓝筹优势C,混合型,混合型-偏股
012435.OF,万家招瑞回报一年持有A,混合型,混合型-偏股
012845.OF,工银恒兴6个月持有C,混合型,混合型-偏股
012012.OF,海富通瑞兴3个月定开A,债券型,债券型-主动
011523.OF,前海联合产业趋势A,混合型,混合型-偏股
010927.OF,大成元吉增利A,债券型,债券型-主动
011268.OF,长盛鑫盛稳健一年持有C,混合型,混合型-偏股
011193.OF,广发恒荣三个月持有C,混合型,混合型-偏股
012676.OF,国新国证融泽6个月定开C,灵活配置型,混合型-平衡
011799.OF,华安宁享6个月持有C,混合型,混合型-偏股
012941.OF,广发添财90天滚动持有A,债券型,债券型-主动
011994.OF,国联安核心优势A,混合型,混合型-偏股
012846.OF,恒越蓝筹精选,混合型,混合型-偏股
012844.OF,工银恒兴6个月持有A,混合型,混合型-偏股
011192.OF,广发恒荣三个月持有A,混合型,混合型-偏股
012067.OF,嘉实蓝筹优势A,混合型,混合型-偏股
012436.OF,万家招瑞回报一年持有C,混合型,混合型-偏股
012820.OF,汇添富价值领先,混合型,混合型-偏股
011524.OF,前海联合产业趋势C,混合型,混合型-偏股
011267.OF,长盛鑫盛稳健一年持有A,混合型,混合型-偏股
012942.OF,广发添财90天滚动持有C,债券型,债券型-主动
012626.OF,申万菱信汇元宝A,债券型,债券型-主动
012955.OF,国寿安保稳盛6个月持有A,混合型,混合型-偏股
012627.OF,申万菱信汇元宝C,债券型,债券型-主动
012956.OF,国寿安保稳盛6个月持有C,混合型,混合型-偏股
013145.OF,浙商汇金先进制造,混合型,混合型-偏股
012557.OF,中欧景气前瞻一年持有A,混合型,混合型-偏股
012502.OF,银华安盛,混合型,混合型-偏股
012558.OF,中欧景气前瞻一年持有C,混合型,混合型-偏股
012774.OF,前海开源丰和A,债券型,债券型-主动
012775.OF,前海开源丰和C,债券型,债券型-主动
013151.OF,长信低碳环保行业量化C,股票型,主动股票型
012228.OF,景顺长城港股通全球竞争力C,混合型,混合型-偏股
012227.OF,景顺长城港股通全球竞争力A,混合型,混合型-偏股
011107.OF,九泰天兴量化智选A,股票型,主动股票型
013152.OF,长信消费精选行业量化C,股票型,主动股票型
012438.OF,德邦价值优选C,混合型,混合型-偏股
012064.OF,圆信永丰兴诺一年持有,灵活配置型,混合型-平衡
012688.OF,长安成长优选A,混合型,混合型-偏股
013133.OF,创金合信文娱媒体C,股票型,主动股票型
012202.OF,中加消费优选A,混合型,混合型-偏股
011108.OF,九泰天兴量化智选C,股票型,主动股票型
012689.OF,长安成长优选C,混合型,混合型-偏股
013154.OF,长信医疗保健行业C,灵活配置型,混合型-平衡
012437.OF,德邦价值优选A,混合型,混合型-偏股
012318.OF,创金合信聚鑫C,债券型,债券型-主动
013153.OF,长信电子信息行业量化C,灵活配置型,混合型-平衡
013132.OF,创金合信文娱媒体A,股票型,主动股票型
012915.OF,中欧稳利60天滚动持有A,债券型,债券型-主动
012916.OF,中欧稳利60天滚动持有C,债券型,债券型-主动
012203.OF,中加消费优选C,混合型,混合型-偏股
012317.OF,创金合信聚鑫A,债券型,债券型-主动
012783.OF,鹏华长治稳健养老目标一年持有期A,混合型,混合型-偏股
013274.OF,长城优化升级C,混合型,混合型-偏股
013202.OF,恒生前海恒祥纯债A,债券型,债券型-主动
013203.OF,恒生前海恒祥纯债C,债券型,债券型-主动
010848.OF,渤海汇金兴荣一年定开,债券型,债券型-主动
011693.OF,华安研究智选C,混合型,混合型-偏股
013063.OF,广发集益一年持有A,债券型,债券型-主动
013076.OF,建信鑫悦90天滚动持有中短债C,债券型,债券型-主动
011787.OF,工银聚安C,混合型,混合型-偏股
011692.OF,华安研究智选A,混合型,混合型-偏股
011376.OF,华宝安享A,混合型,混合型-偏股
012585.OF,南方中国新兴经济9个月持有C,混合型,混合型-偏股
010877.OF,浙商智选先锋一年持有C,混合型,混合型-偏股
011786.OF,工银聚安A,混合型,混合型-偏股
012584.OF,南方中国新兴经济9个月持有A,混合型,混合型-偏股
013255.OF,兴全优选进取三个月C,混合型,混合型-偏股
013075.OF,建信鑫悦90天滚动持有中短债A,债券型,债券型-主动
013114.OF,博时博盈稳健6个月持有C,混合型,混合型-偏股
012609.OF,安信稳健汇利一年持有A,混合型,混合型-偏股
010876.OF,浙商智选先锋一年持有A,混合型,混合型-偏股
011790.OF,建信创新驱动,混合型,混合型-偏股
013064.OF,广发集益一年持有C,债券型,债券型-主动
013113.OF,博时博盈稳健6个月持有A,混合型,混合型-偏股
011869.OF,中信建投远见回报C,混合型,混合型-偏股
011868.OF,中信建投远见回报A,混合型,混合型-偏股
012610.OF,安信稳健汇利一年持有C,混合型,混合型-偏股
012976.OF,西部利得碳中和发起C,混合型,混合型-偏股
012975.OF,西部利得碳中和发起A,混合型,混合型-偏股
013100.OF,招商稳乐中短债90天持有期C,债券型,债券型-主动
013099.OF,招商稳乐中短债90天持有期A,债券型,债券型-主动
012834.OF,交银鸿信一年持有C,混合型,混合型-偏股
012057.OF,鹏华品质成长A,混合型,混合型-偏股
012253.OF,鹏扬景润一年持有A,混合型,混合型-偏股
012833.OF,交银鸿信一年持有A,混合型,混合型-偏股
011890.OF,中金新璟3个月定开,债券型,债券型-主动
012058.OF,鹏华品质成长C,混合型,混合型-偏股
012254.OF,鹏扬景润一年持有C,混合型,混合型-偏股
013259.OF,浦银安盛新经济结构C,灵活配置型,混合型-平衡
012539.OF,东方兴润A,债券型,债券型-主动
012540.OF,东方兴润C,债券型,债券型-主动
012284.OF,光大健康优加A,混合型,混合型-偏股
012792.OF,汇添富聚焦经典一年持有C,混合型,混合型-偏股
011828.OF,平安睿享成长A,混合型,混合型-偏股
012791.OF,汇添富聚焦经典一年持有A,混合型,混合型-偏股
011829.OF,平安睿享成长C,混合型,混合型-偏股
013224.OF,浦银安盛港股通量化优选C,灵活配置型,混合型-平衡
012814.OF,兴华安盈一年定开债,债券型,债券型-主动
013188.OF,华夏能源革新C,股票型,主动股票型
012947.OF,百嘉百利一年定开,债券型,债券型-主动
012850.OF,国联低碳经济3个月持有A,混合型,混合型-偏股
012156.OF,汇添富成长先锋六个月持有C,混合型,混合型-偏股
012662.OF,广发恒益一年持有C,混合型,混合型-偏股
013069.OF,博时双月享60天滚动持有C,债券型,债券型-主动
011736.OF,宝盈祥庆9个月持有A,混合型,混合型-偏股
012155.OF,汇添富成长先锋六个月持有A,混合型,混合型-偏股
012661.OF,广发恒益一年持有A,混合型,混合型-偏股
010852.OF,中欧内需成长A,混合型,混合型-偏股
011737.OF,宝盈祥庆9个月持有C,混合型,混合型-偏股
013068.OF,博时双月享60天滚动持有A,债券型,债券型-主动
012463.OF,博时成长优势A,混合型,混合型-偏股
011847.OF,易方达商业模式优选A,混合型,混合型-偏股
012510.OF,国富优质企业一年持有A,混合型,混合型-偏股
011990.OF,汇安鑫泽稳健一年持有C,混合型,混合型-偏股
011816.OF,融通多元收益一年持有,混合型,混合型-偏股
011989.OF,汇安鑫泽稳健一年持有A,混合型,混合型-偏股
012851.OF,国联低碳经济3个月持有C,混合型,混合型-偏股
011848.OF,易方达商业模式优选C,混合型,混合型-偏股
012474.OF,大成成长回报六个月持有C,混合型,混合型-偏股
012464.OF,博时成长优势C,混合型,混合型-偏股
012511.OF,国富优质企业一年持有C,混合型,混合型-偏股
010853.OF,中欧内需成长C,混合型,混合型-偏股
012473.OF,大成成长回报六个月持有A,混合型,混合型-偏股
